Product,Unit_Number,Device_Manufacturer,Device,CT,Contract_Number,Business_Part,Contract_Type,Call_Base_Address,Call_Base_Postcode,Call_Base_Location,Call_Base_House_Number,Date_of_Obligation_Effort,Next_Maintenance,Year_of_Construction,Reference,Device_Condition,Expansion_Tank_Condition,Flue_Gas_Discharge_Condition,Air_Supply_Condition,Appendages_Condition,Maintenance_Frequency,Date_Maintenance_Performed,CallNumberPre,CallNumberExt,LogDate,STATUS,Location,PRODUCT,UnitNr,CallType,PlanDate,ContractNr,POSTCODE,HouseNr,Description,TechRemark,CALL_PREFIX,CALL_SUFFIX,FAULT_CODE,CREATE_DATE,Duration_From_Installation,Duration_CREATE_DATE,Event,Expansion_Tank_Condition_binned_medium,Expansion_Tank_Condition_binned_high,Expansion_Tank_Condition_time
REM000090260    ,1134903610150,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,2105      ,50147064    ,P,ESSENT STANDAARD              ,KAPELBERGWEG 3                          ,6171 GZ             ,STEIN LB                                ,0003      ,2023-01-03,OHKL,1970-01-01 00:00:00.000002011,BERGHOK,1.0,1.0,1.0,1.0,2.0,24M ,2023-01-03,4821475.0,1.0,2020-09-09,AFGESLOTEN,lo90008115,REM000090260    ,1134903610150            ,ST              ,2020-09-09,50147064    ,6171 GZ             ,0003      ," GWW, KODE E005, ALLES NAGELOPEN, RESET HELPT NIET",schilder heeft rga los gtrokken dus hij stike in z,4821475.0,1.0,27400,2020-09-09,846,846,1,False,False,846.0
REM000090295    ,2004923368000,REMEHA         ,REMEHA HRC AVANTA 35 C CW5                        ,3100      ,50177615    ,P,COMFORT PLUS                  ,KAPELLERLAAN 42 A5                      ,6041 JD             ,ROERMOND                                ,0042-A5   ,2022-09-14,OHKL,1970-01-01 00:00:00.000002020,BERGING,2.0,1.0,2.0,4.0,3.0,24M ,2022-09-14,5139237.0,1.0,2022-08-05,AFGESLOTEN,lo00228693,REM000090295    ,2004923368000            ,EB              ,2022-09-14,50177615    ,6041 JD             ,0042-A5   ,"ENTREEBEURT CV - REMEHA AVANTA, BERGING 2020.     ",Expansivat nog vervangen en terugslagklep plaatsen,5139237.0,1.0,24700,2022-09-14,40,0,1,False,False,40.0
REM000000042    ,0923007076040,REMEHA         ,REMEHA HRC AVANTA                                 ,3100      ,50057278    ,P,COMFORT PLUS                  ,BRANTSTRAAT 21                          ,6112 AH             ,SINT JOOST                              ,0021      ,2022-07-04,OHGO,1970-01-01 00:00:00.000002009,GARAGE,1.0,1.0,2.0,2.0,2.0,24M ,2022-07-04,4660374.0,1.0,2019-06-14,AFGESLOTEN,lo00409143,REM000000042    ,0923007076040            ,OHGO            ,2020-03-27,50057278    ,6112 AH             ,0021      , ONDERHOUD UITVOEREN                              ,# klant ketel bijgevuld tot 2.1..                 ,4660374.0,1.0,17022,2020-03-27,1116,829,1,False,False,1116.0
REM000090259    ,1133503514780,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z320      ,E0018947    ,Z,ZAKELIJK COMFORT ALL-IN       ,KERSPELSTRAAT 70                        ,5932 TC             ,TEGELEN                                 ,0070      ,2021-07-15,OHGO,1970-01-01 00:00:00.000002011,Overloop,1.0,1.0,1.0,1.0,2.0,24M ,2021-07-15,4606416.0,1.0,2019-02-17,AFGESLOTEN,lo00523286,REM000090259    ,1133503514780            ,OHGO            ,2019-04-11,E0018947    ,5932 TC             ,0070      ,FC TUSSEN 8.30 - 10.00 ONDERHOUD UITVOEREN        ,geen handtekening kunnen zetten...                ,4606416.0,1.0,12700,2019-04-11,879,826,1,False,False,879.0
REM000090260    ,133100801442,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z336      ,E0013457    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,KOOLWEG 2                               ,6446 TK             ,BRUNSSUM                                ,0002      ,2023-07-17,OHKL,1970-01-01 00:00:00.000002014,ZOLDER,3.0,1.0,1.0,1.0,1.0,24M ,2023-07-17,4775142.0,1.0,2020-03-13,AFGESLOTEN,lo00463318,REM000090260    ,133100801442             ,OHKL            ,2020-08-05,E0013457    ,6446 TK             ,0002      ,"ONDERHOUD UITVOEREN, NIET ZIEK                    ",gasblok liet door deze vv                         ,4775142.0,1.0,17041,2020-08-05,1221,1076,1,False,False,1221.0
REM000000042    ,2478179775,REMEHA         ,REMEHA HRC AVANTA                                 ,Z304      ,E0009508    ,Z,ZCS+ WSTG.MEERSSEN 1X/2 JR OH ,PAPENWEG 29                             ,6241 BR             ,BUNDE                                   ,0029      ,2022-10-19,OHGO,1970-01-01 00:00:00.000002006,BERGING,1.0,1.0,1.0,1.0,1.0,24M ,2022-10-19,4840311.0,1.0,2020-11-16,AFGESLOTEN,lo00272957,REM000000042    ,2478179775               ,ST              ,2020-11-19,E0009508    ,6241 BR             ,0029      ,"B 30 MIN VTV 0643097479, WATERDRUK ZAKT ERG SNEL, ",wisselaar lekt                                    ,4840311.0,2.0,30500,2020-11-20,702,698,1,False,False,702.0
REM000090259    ,2478180071,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z304      ,E0009508    ,Z,ZCS+ WSTG.MEERSSEN 1X/2 JR OH ,HULSERVELDSTRAAT 4                      ,6243 BX             ,GEULLE                                  ,0004      ,2023-07-31,OHKL,1970-01-01 00:00:00.000002008,KEUKEN,1.0,1.0,1.0,1.0,1.0,24M ,2023-07-31,4719124.0,1.0,2019-12-27,AFGESLOTEN,lo00298261,REM000090259    ,2478180071               ,ST              ,2019-12-27,E0009508    ,6243 BX             ,0004      ,"WEL WW, DIVERSE RAD BLIJVEN KOUD, ALLES IS        ",leidingen na garage 10 jaar geleden aangelegd maar,4719124.0,1.0,71000,2019-12-27,1312,1312,1,False,False,1312.0
REM000000042    ,2478179775,REMEHA         ,REMEHA HRC AVANTA                                 ,Z304      ,E0009508    ,Z,ZCS+ WSTG.MEERSSEN 1X/2 JR OH ,PAPENWEG 29                             ,6241 BR             ,BUNDE                                   ,0029      ,2022-10-19,OHGO,1970-01-01 00:00:00.000002006,BERGING,1.0,1.0,1.0,1.0,1.0,24M ,2022-10-19,4840311.0,1.0,2020-11-16,AFGESLOTEN,lo00272957,REM000000042    ,2478179775               ,ST              ,2020-11-19,E0009508    ,6241 BR             ,0029      ,"B 30 MIN VTV 0643097479, WATERDRUK ZAKT ERG SNEL, ",wisselaar lekt                                    ,4840311.0,2.0,22181,2020-11-20,702,698,1,False,False,702.0
REM000090260    ,201801011641,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,AAN ' T BRIKKEWERK 27                   ,6181 JZ             ,ELSLOO LB                               ,0027      ,2023-07-21,OHGO,1970-01-01 00:00:00.000002017,BERGING,1.0,1.0,1.0,1.0,1.0,24M ,2023-07-21,5232923.0,1.0,2023-02-02,AFGESLOTEN,lo00133675,REM000090260    ,201801011641             ,OHKL            ,2023-07-21,E0018712    ,6181 JZ             ,0027      ,ONDERHOUD KLEIN                                   ,concentrische rga gebeugeld ivm bj2017. ww niet ku,5232923.0,1.0,30400,2023-07-21,169,0,1,False,False,169.0
REM000090259    ,2478179928,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z304      ,E0009508    ,Z,ZCS+ WSTG.MEERSSEN 1X/2 JR OH ,HEILIGENBERGSTRAAT 36                   ,6241 DG             ,BUNDE                                   ,0036      ,2022-07-26,OHKL,1970-01-01 00:00:00.000002008,BERGING,2.0,1.0,2.0,2.0,2.0,24M ,2022-07-26,5074480.0,1.0,2022-02-07,AFGESLOTEN,lo00273309,REM000090259    ,2478179928               ,OHKLST          ,2022-07-22,E0009508    ,6241 DG             ,0036      ,B 1/2 U VTV 0628962063; ONDERHOUD KLEIN; GWW OP   ,wisselaar defect                                  ,5074480.0,1.0,21300,2022-07-22,169,4,1,False,False,169.0
REM000090259    ,1714416205000,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,CROSTOLOSTRAAT 48                       ,6171 PM             ,STEIN LB                                ,0048      ,2023-07-13,OHKL,1970-01-01 00:00:00.000002017,MUURKAST BADKAMER,1.0,1.0,1.0,1.0,1.0,24M ,2023-07-13,5233051.0,1.0,2023-02-02,AFGESLOTEN,lo00033246,REM000090259    ,1714416205000            ,OHGO            ,2023-07-13,E0018712    ,6171 PM             ,0048      ,"ONDERHOUD GROOT, VVV                              ",enexis gebeld ivm te hoge voordruk.               ,5233051.0,1.0,12700,2023-07-13,161,0,1,False,False,161.0
REM000090260    ,201801011729,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,DROSSAERT MERKELBACHSTRAAT 3            ,6171 KZ             ,STEIN LB                                ,0003      ,2023-06-26,OHGO,1970-01-01 00:00:00.000002008,BERGING,1.0,1.0,2.0,2.0,2.0,24M ,2023-06-26,5149822.0,1.0,2022-09-24,AFGESLOTEN,lo01010853,REM000090260    ,201801011729             ,ST              ,2022-09-25,E0018712    ,6171 KZ             ,0003      ,VVV GN CV BEW IS ZIEK EN MOET WARMTE              ,ontluchtingsblok retour vv (lekt)                 ,5149822.0,1.0,24700,2022-09-25,275,274,1,False,False,275.0
REM000090259    ,0914006692940,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z340      ,E0018529    ,Z,ST. NESTER  ALL-INN 1X/2 JR OH,KLEILAGERSTRAAT 1                       ,5953 NZ             ,REUVER                                  ,0001      ,2023-05-11,OHKL,1970-01-01 00:00:00.000002009,ZOLDER,1.0,1.0,1.0,1.0,1.0,24M ,2023-05-11,5212137.0,1.0,2023-01-16,AFGESLOTEN,lo00198806,REM000090259    ,0914006692940            ,ST              ,2023-01-17,E0018529    ,5953 NZ             ,0001      ,"B 30MIN VTV 0648439824, DUURT LANG VOOR CV, KT    ",veiligheidssensor geplaatst                       ,5212137.0,1.0,15622,2023-01-17,115,114,1,False,False,115.0
REM007768357    ,2219378170,REMEHA         ,AVANTA ACE HR COMBI KETEL 28C CW4 60/100          ,Z110      ,E0020127    ,Z,ZAKELIJK BASIS 12 M           ,EUROPALAAN 837                          ,6441 VW             ,BRUNSSUM                                ,0837      ,2023-04-17,OH,1970-01-01 00:00:00.000002020,ALGEMENE RUIMTE 1E VERD,1.0,1.0,1.0,1.0,1.0,12M ,2020-12-09,4846182.0,1.0,2020-12-03,AFGESLOTEN,lo00526118,REM007768357    ,2219378170               ,OHGO            ,2020-12-09,E0020127    ,6441 VW             ,0837      , ONDERHOUD GROOT 1/2 VTV BELLEN 0620615927        ,rookgasafvoer vervangen 45 gr en rechte stuk      ,4846182.0,1.0,26441,2020-12-09,6,0,1,False,False,6.0
REM000090260    ,0831805723240,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,3100      ,50078603    ,P,COMFORT PLUS                  ,KEUBENKAMPHOF 14                        ,6049 LL             ,HERTEN                                  ,0014      ,2022-04-21,OHGO,1970-01-01 00:00:00.000002009,ZOLDER,1.0,1.0,2.0,4.0,2.0,24M ,2022-04-21,5051586.0,1.0,2022-01-18,AFGESLOTEN,lo00486965,REM000090260    ,0831805723240            ,OHKL            ,2022-04-21,50078603    ,6049 LL             ,0014      ,ONDERHOUD KLEIN                                   ,bewust geen uurtarief expvat verv.                ,5051586.0,1.0,20341,2022-04-21,93,0,1,False,False,93.0
REM000000042    ,ZI00000052,REMEHA         ,REMEHA HRC AVANTA                                 ,3200      ,E0009359    ,Z,COMFORT ALL-IN                ,NEERSTRAAT 24-B                         ,6041 KC             ,ROERMOND                                ,0024-B    ,2023-07-21,OHGO,1970-01-01 00:00:00.000002007,BERGHOKJE,1.0,1.0,2.0,4.0,2.0,24M ,2023-07-21,4662494.0,1.0,2019-06-14,AFGESLOTEN,lo00479791,REM000000042    ,ZI00000052               ,OHGO            ,2019-08-29,E0009359    ,6041 KC             ,0024-B    , ONDERHOUD UITVOEREN                              ,DIT JAAR OH GEWEEST                               ,4662494.0,1.0,30000,2019-08-29,1498,1422,1,False,False,1498.0
REM000090260    ,201801011593,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,STATIONSSTRAAT 6                        ,6181 AJ             ,ELSLOO LB                               ,0006      ,2022-06-14,OHGO,1970-01-01 00:00:00.000002009,BERGING,1.0,1.0,2.0,2.0,1.0,24M ,2022-06-14,4947862.0,1.0,2021-06-09,AFGESLOTEN,lo01011111,REM000090260    ,201801011593             ,ST              ,2021-06-10,E0018712    ,6181 AJ             ,0006      , DRUKVERLIES VVV MONDKAPJE NIET VEREIST           ,overstort ventiel in aanvoer geplaatst met een t s,4947862.0,1.0,26441,2021-06-10,370,369,1,False,False,370.0
REM000090259    ,2478179838,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z304      ,E0009508    ,Z,ZCS+ WSTG.MEERSSEN 1X/2 JR OH ,SCHOOLPAD 14                            ,6241 CK             ,BUNDE                                   ,0014      ,2023-10-24,OHGO,1970-01-01 00:00:00.000002008,ZOLDER,1.0,1.0,4.0,4.0,3.0,24M ,2023-10-24,4696066.0,1.0,2019-10-16,AFGESLOTEN,lo00273125,REM000090259    ,2478179838               ,ST              ,2019-10-16,E0009508    ,6241 CK             ,0014      ,"GEEN CV, WEL WW, KAN DE ZOLDER NIET OP I.V.M.     ",kamerth niet hog genoeg                           ,4696066.0,1.0,24700,2019-10-16,1469,1469,1,False,False,1469.0
REM000090295    ,2002323197490,REMEHA         ,REMEHA HRC AVANTA 35 C CW5                        ,2100      ,50189707    ,P,COMFORT                       ,GOSELINGSTRAAT 10                       ,6129 HT             ,URMOND                                  ,0010      ,2023-10-03,OHKL,1970-01-01 00:00:00.000002020,ZOLDER,1.0,1.0,1.0,1.0,1.0,24M ,2023-10-03,5290194.0,1.0,2023-09-04,AFGESLOTEN,lo00084368,REM000090295    ,2002323197490            ,EB              ,2023-10-02,50189707    ,6129 HT             ,0010      ,"REMEHA AVANTA, BJ:2020, ZOLDER,VVV, VASTE TRAP,   ","uurloon niet doorberekenen naar klant, materiaal a",5290194.0,3.0,23500,2023-10-03,29,0,1,False,False,29.0
REM000090295    ,2004923368000,REMEHA         ,REMEHA HRC AVANTA 35 C CW5                        ,3100      ,50177615    ,P,COMFORT PLUS                  ,KAPELLERLAAN 42 A5                      ,6041 JD             ,ROERMOND                                ,0042-A5   ,2022-09-14,OHKL,1970-01-01 00:00:00.000002020,BERGING,2.0,1.0,2.0,4.0,3.0,24M ,2022-09-14,5139237.0,1.0,2022-08-05,AFGESLOTEN,lo00228693,REM000090295    ,2004923368000            ,EB              ,2022-09-14,50177615    ,6041 JD             ,0042-A5   ,"ENTREEBEURT CV - REMEHA AVANTA, BERGING 2020.     ",Expansivat nog vervangen en terugslagklep plaatsen,5139237.0,2.0,26441,2022-09-19,40,-5,1,False,False,40.0
REM000090260    ,0911006517640,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z304      ,E0009508    ,Z,ZCS+ WSTG.MEERSSEN 1X/2 JR OH ,GRAAF WOLTER HOENSTRAAT 3               ,6243 BD             ,GEULLE                                  ,0003      ,2022-09-21,OHKL,1970-01-01 00:00:00.000002009,ZOLDER,3.0,1.0,4.0,4.0,1.0,24M ,2022-09-21,5082917.0,1.0,2022-02-07,WOO       ,lo00298101,REM000090260    ,0911006517640            ,OHGO            ,2022-09-20,E0009508    ,6243 BD             ,0003      ,"ONDERHOUD GROOT, GEEN ZIEKEN, VVV                 ",warmtewisselaar vv                                ,5082917.0,2.0,22141,2022-09-21,226,0,1,False,False,226.0
REM000090260    ,1808218407920,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z336      ,E0013457    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,DOKTER A.KUYPERSTRAAT 102               ,6446 TN             ,BRUNSSUM                                ,0102      ,2022-07-14,OHKL,1970-01-01 00:00:00.000002018,ZOLDER,1.0,1.0,1.0,1.0,1.0,24M ,2022-07-14,4969924.0,1.0,2021-08-26,AFGESLOTEN,lo00463313,REM000090260    ,1808218407920            ,ST              ,2021-08-26,E0013457    ,6446 TN             ,0102      ,"FLINKE LEKKAGE, PROBLEMEN MET VULLEN, HEB         ",overstort lekte                                   ,4969924.0,1.0,26141,2021-08-26,322,322,1,False,False,322.0
REM000090295    ,ZI00000086,REMEHA         ,REMEHA HRC AVANTA 35 C CW5                        ,2105      ,50136203    ,P,ESSENT STANDAARD              ,LINDEBOOM 65                            ,6585 BE             ,MOOK                                    ,0065      ,2022-11-24,OHKL,1970-01-01 00:00:00.000002018,WASHOK BEG GROND,1.0,1.0,1.0,1.0,1.0,24M ,2022-11-24,5047574.0,1.0,2022-01-18,AFGESLOTEN,lo00367145,REM000090295    ,ZI00000086               ,OHGO            ,2022-11-24,50136203    ,6585 BE             ,0065      ,B 30 MIN VTV 0627080620 ONDERHOUD GROOT VVV GEEN  ,riool en vulkraan vv betalen                      ,5047574.0,1.0,30500,2022-11-24,310,0,1,False,False,310.0
REM000090260    ,ZI00000443,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,2100      ,50174499    ,P,COMFORT                       ,CAECILIASTRAAT 32                       ,6143 BH             ,GUTTECOVEN                              ,0032      ,2023-01-24,OHGO,1970-01-01 00:00:00.000002006,ZOLDER,3.0,1.0,2.0,2.0,2.0,24M ,2023-01-24,4656672.0,1.0,2019-06-14,AFGESLOTEN,lo00301947,REM000090260    ,ZI00000443               ,OHGOST          ,2020-08-19,50053663    ,6143 BH             ,0032      ," ONDERHOUD UITVOEREN, FOUTCODE E8, VENTILATOR??   ",ventilator vervangen e8 toestel had 5jaar geen ohd,4656672.0,1.0,15941,2020-08-19,1320,888,1,False,False,1320.0
REM000090260    ,2010011681,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z336      ,E0009559    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,BARBARASTRAAT 16                        ,6361 VL             ,NUTH                                    ,0016      ,2022-04-22,OHKL,1970-01-01 00:00:00.000002013,ZOLDER,1.0,1.0,2.0,2.0,1.0,24M ,2022-04-22,4772697.0,1.0,2020-03-13,AFGESLOTEN,lo00506382,REM000090260    ,2010011681               ,OHKLST          ,2020-04-10,E0009559    ,6361 VL             ,0016      ,ONDERHOUD UITVOEREN TEVENS LEKKAGE. WATER LAG AL  ,lek?? kranten er onder leggen om te kijken waar he,4772697.0,1.0,17022,2020-04-10,770,742,1,False,False,770.0
REM007768357    ,0846L61058,REMEHA         ,AVANTA ACE HR COMBI KETEL 28C CW4 60/100          ,Z332      ,E0020136    ,Z,WELLER ALL-IN/1X 2 JR OH      ,DR. POELSSTRAAT 4                       ,6451 EM             ,SCHINVELD                               ,0004      ,2023-05-04,OHGO,1970-01-01 00:00:00.000002009,zolder,3.0,1.0,2.0,2.0,2.0,24M ,2023-05-04,5068125.0,1.0,2022-02-07,AFGESLOTEN,lo00406264,REM007768357    ,0846L61058               ,OHGO            ,2022-04-07,E0020136    ,6451 EM             ,0004      ,ONDERHOUD GROOT                                   ,ohkl uitgevoerd ivm ohgo in 2020(door feenstra)   ,5068125.0,1.0,30400,2022-04-07,451,392,1,False,False,451.0
REM000090259    ,1012308964200,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z336      ,E0009559    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,ZINKENSTRAAT 14                         ,6363 EG             ,WIJNANDSRADE                            ,0014      ,2022-07-11,OHKL,1970-01-01 00:00:00.000002010,BERGING,3.0,1.0,2.0,4.0,1.0,24M ,2022-07-11,5068793.0,1.0,2022-02-07,AFGESLOTEN,lo00506696,REM000090259    ,1012308964200            ,OHGO            ,2022-07-11,E0009559    ,6363 EG             ,0014      ,ONDERHOUD GROOT                                   ,toestel in orde gemaakt.                          ,5068793.0,1.0,31532,2022-07-11,154,0,1,False,False,154.0
REM000090260    ,0911006517640,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z304      ,E0009508    ,Z,ZCS+ WSTG.MEERSSEN 1X/2 JR OH ,GRAAF WOLTER HOENSTRAAT 3               ,6243 BD             ,GEULLE                                  ,0003      ,2022-09-21,OHKL,1970-01-01 00:00:00.000002009,ZOLDER,3.0,1.0,4.0,4.0,1.0,24M ,2022-09-21,5082917.0,1.0,2022-02-07,WOO       ,lo00298101,REM000090260    ,0911006517640            ,OHGO            ,2022-09-20,E0009508    ,6243 BD             ,0003      ,"ONDERHOUD GROOT, GEEN ZIEKEN, VVV                 ",warmtewisselaar vv                                ,5082917.0,1.0,32100,2022-09-20,226,1,1,False,False,226.0
